EMLO Letter ID Number,Year date,Month date,Day date,Standard gregorian date,Date is range (0=No; 1=Yes),Year 2nd date (range),Month 2nd date (range),Day 2nd date (range),"Calendar of date provided to EMLO (G=Gregorian; JJ=Julian, year start 1 January; JM=Julian, year start March, U=Unknown)",Date as marked on letter,Date uncertain (0=No; 1=Yes),Date approximate (0=No; 1=Yes),Date inferred (0=No; 1=Yes),Notes on date,Author,Author EMLO ID,Author as marked in body/text of letter,Author inferred (0=No; 1=Yes),Author uncertain (0=No; 1=Yes),Notes on Author in relation to letter,Recipient,Recipient EMLO ID,Recipient as marked in body/text of letter,Recipient inferred (0=No; 1=Yes),Recipient uncertain (0=No; 1=Yes),Notes on Recipient in relation to letter,Origin name,Origin EMLO ID,Origin as marked in body/text of letter,Origin inferred (0=No; 1=Yes),Origin uncertain (0=No; 1=Yes),Notes on Origin in relation to letter,Destination name,Destination EMLO ID,Destination as marked in body/text of letter,Destination inferred (0=No; 1=Yes),Destination uncertain (0=No; 1=Yes),Notes on Destination in relation to letter,Abstract,Keywords,Language(s),Incipit,Explicit,People mentioned,EMLO IDs of people mentioned,Notes on people mentioned,Original Catalogue name,Matching letter(s) in alternative EMLO catalogue(s) (self reference also),Match id number,Related Resource IDs [er = number for link to EMLO letter],General notes for public display,Editors' working notes,UUID,EMLO URL
500771,1649,9,18,1649-09-18,0,,,,,Sept. 18 1649.,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,"Broad Chalke, Wiltshire, England",500057,Broad Chalke,0,0,,,,,,,,,,"Aubrey, John",,,938145,,,8901fe81-4fc8-4918-a718-d57473580c38,http://emlo.bodleian.ox.ac.uk/profile/work/8901fe81-4fc8-4918-a718-d57473580c38
500770,1649,4,5,1649-04-05,0,,,,,Aprill 5 1649,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,"Broad Chalke, Wiltshire, England",500057,Broad Chalke,0,0,,,,,,,,,,"Aubrey, John",,,,,,33b166e9-2349-4ce8-9519-685af92a8246,http://emlo.bodleian.ox.ac.uk/profile/work/33b166e9-2349-4ce8-9519-685af92a8246
500767,1649,1,23,1649-01-23,0,,,,,"""Jan: 23 1648""",0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,"Broad Chalke, Wiltshire, England",500057,Chalk,0,0,,,,,,,,,,"Aubrey, John",,,938142,,,62fd19db-d9dc-4787-85a9-353b1ad8158d,http://emlo.bodleian.ox.ac.uk/profile/work/62fd19db-d9dc-4787-85a9-353b1ad8158d
500769,1649,3,13,1649-03-13,0,,,,,March 13 1648,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,"Broad Chalke, Wiltshire, England",500057,Broad Chalke,0,0,,,,,,,,,,"Aubrey, John",,,,,,b0c71aeb-1049-47c7-814f-c4a90107754f,http://emlo.bodleian.ox.ac.uk/profile/work/b0c71aeb-1049-47c7-814f-c4a90107754f
500768,1649,2,20,1649-02-20,0,,,,,Feb: 20 1648,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,"Broad Chalke, Wiltshire, England",500057,Broad Chalke,0,0,,,,,,,,,,"Aubrey, John",,,,,,7e4d0ac7-f912-4ebf-8371-2cbbd54322e2,http://emlo.bodleian.ox.ac.uk/profile/work/7e4d0ac7-f912-4ebf-8371-2cbbd54322e2
500772,1650,3,11,1650-03-11,0,,,,,March 11 1649.,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,"Broad Chalke, Wiltshire, England",500057,his fathers house in | Broad Chalke,0,0,,,,,,,,,,"Aubrey, John",,,,,,37634c66-f714-4fc1-8f58-e8e2babfffcb,http://emlo.bodleian.ox.ac.uk/profile/work/37634c66-f714-4fc1-8f58-e8e2babfffcb
500570,1651,9,1,1651-09-01,0,,,,,calendis Septembris Ao. 1651,0,0,0,,"Bave, Samuel",1665,,0,0,,"Aubrey, John",400011,,0,1,,,,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,"Enclosed with JB-SB, 1651-07-13; Latin",,cdb28f10-ffe2-43df-9abc-b33d6647a2af,http://emlo.bodleian.ox.ac.uk/profile/work/cdb28f10-ffe2-43df-9abc-b33d6647a2af
500920,1651,4,10,1651-04-10,0,,,,,Ap: 10th. 1651,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,"Reply to JA-FP, 1651-03-25",,bfa7d656-a5d9-44de-9845-22a55001e7f5,http://emlo.bodleian.ox.ac.uk/profile/work/bfa7d656-a5d9-44de-9845-22a55001e7f5
500773,1651,5,27,1651-05-27,0,,,,,May 27 1651,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,"London, England",1606,at the Raine- | bow a Stationers house neere | the Temple gate,0,0,,,,,,,,,,"Aubrey, John",,,,,,f88415a2-286e-4579-9345-a35907aeea92,http://emlo.bodleian.ox.ac.uk/profile/work/f88415a2-286e-4579-9345-a35907aeea92
500774,1652,2,10,1652-02-10,0,,,,,Febr: 10 1651,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,"London, England",1606,ye signe of ye | Rainbow neer ye Temple | gate,0,0,,,,,,,,,,"Aubrey, John",,,,,,86febc65-85f5-4113-a481-5f3db1c18da5,http://emlo.bodleian.ox.ac.uk/profile/work/86febc65-85f5-4113-a481-5f3db1c18da5
500922,1652,12,7,1652-12-07,0,,,,,,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,"Original unavailable; partial information taken from Bennett, Materials (Oxford D.Phil. Thesis, 1993), 4.",,10c7bfd2-c418-4502-b97d-a80f1cbbd0cb,http://emlo.bodleian.ox.ac.uk/profile/work/10c7bfd2-c418-4502-b97d-a80f1cbbd0cb
500921,1652,11,17,1652-11-17,0,,,,,Novemb: 17. 1652.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,"Reply to JA-FP, 1652-11-00",,04e81d72-cf9c-4d88-9688-6a7dc1143105,http://emlo.bodleian.ox.ac.uk/profile/work/04e81d72-cf9c-4d88-9688-6a7dc1143105
500786,1653,9,3,1653-09-03,0,,,,,September. 3. 1653.,0,0,0,,"Marriott, Thomas",500049,,0,0,,"Aubrey, John",400011,,0,0,,"Whitchurch, Warwickshire, England",900274,Whitchurch,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,"Reply to JA-TM, 1653-08-28",,b8904dfa-1875-4519-805d-ca453b9a345d,http://emlo.bodleian.ox.ac.uk/profile/work/b8904dfa-1875-4519-805d-ca453b9a345d
500651,1653,3,8,1653-03-08,0,,,,,8. of March 1652.,0,0,0,,"Hartlib, Samuel",300446,,0,0,,"Aubrey, John",400011,,0,0,,"Westminster, London, England",400141,my house neare Charing Crosse over | against Angel Court,0,0,,"Broad Chalke, Wiltshire, England",500057,at his house in Broad-Chalke | neere | Salisbury,0,0,,,,,,,"Brereton, William",3074,,"Aubrey, John",,,901050; 935110,"Reply to JA-SH, 1653-03-04",,45df9adf-b669-46c6-bd4e-bc7c8afd3691,http://emlo.bodleian.ox.ac.uk/profile/work/45df9adf-b669-46c6-bd4e-bc7c8afd3691
500924,1653,5,23,1653-05-23,0,,,,,May: 23. 1653.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,b65a1a99-1ee9-4d91-8812-940d01382ced,http://emlo.bodleian.ox.ac.uk/profile/work/b65a1a99-1ee9-4d91-8812-940d01382ced
500925,1653,10,3,1653-10-03,0,,,,,Octob: 3. 1653.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,47bd7bf8-d4fc-42fb-9e14-fb8f98cd4e22,http://emlo.bodleian.ox.ac.uk/profile/work/47bd7bf8-d4fc-42fb-9e14-fb8f98cd4e22
500775,1653,4,5,1653-04-05,0,,,,,Aprill 5 1653.,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,"London, England",1606,To be left at ye Rainebow a sta- | tioners house neer ye Temple | gate,0,0,,,,,,,,,,"Aubrey, John",,,,"Reply to JA-JL, 1653-03-14",,817647a5-2706-4be4-a91d-5414e26e03d3,http://emlo.bodleian.ox.ac.uk/profile/work/817647a5-2706-4be4-a91d-5414e26e03d3
500923,1653,3,24,1653-03-24,0,,,,,March 24. 1652. 1653.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,938147,,,05a7c2ee-1116-4b01-a8d5-6fc38a3776e3,http://emlo.bodleian.ox.ac.uk/profile/work/05a7c2ee-1116-4b01-a8d5-6fc38a3776e3
500937,1653,5,26,1653-05-26,0,,,,,May 26. 1653.,0,0,0,,"Potter, Hannibal",16781,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,35d08f23-15d1-433b-86db-e59058376ffd,http://emlo.bodleian.ox.ac.uk/profile/work/35d08f23-15d1-433b-86db-e59058376ffd
500938,1653,8,3,1653-08-03,0,,,,,"Aug. 3, 1653.",0,0,0,,"Potter, Hannibal",16781,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,8dceb75f-d2c8-4020-a0ef-190004d5547f,http://emlo.bodleian.ox.ac.uk/profile/work/8dceb75f-d2c8-4020-a0ef-190004d5547f
500776,1653,6,27,1653-06-27,0,,,,,June. 27. 1653.,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,"Reply to JA-JL, 1653-06-17",,c2074265-e68b-4ae9-b11d-4bd38c94a9d5,http://emlo.bodleian.ox.ac.uk/profile/work/c2074265-e68b-4ae9-b11d-4bd38c94a9d5
500777,1654,2,22,1654-02-22,0,,,,,February. 22. 1653.,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,"Easton Piercey, Wiltshire, England",500056,Easton Pierse,0,0,,,,,,,,,,"Aubrey, John",,,,,,d63760d1-7088-426c-8189-d462ec43431b,http://emlo.bodleian.ox.ac.uk/profile/work/d63760d1-7088-426c-8189-d462ec43431b
500926,1654,4,29,1654-04-29,0,,,,,29. April: 1654.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,37c925f1-9df4-47c5-aea8-0aa6ea2dc681,http://emlo.bodleian.ox.ac.uk/profile/work/37c925f1-9df4-47c5-aea8-0aa6ea2dc681
500927,1654,11,29,1654-11-29,0,,,,,"""Novemb: 29. 1654:""",0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,68c1bf72-6efc-497e-a079-7bb46f62a13f,http://emlo.bodleian.ox.ac.uk/profile/work/68c1bf72-6efc-497e-a079-7bb46f62a13f
500578,1655,9,30,1655-09-30,0,,,,,Mich-day 1655,0,0,0,,"Bishope, William",500092,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,"London, England",1606,Stationers shoppe the Rainebow in Fleet Street neere Temple Gate,0,0,,,,,,,,,,"Aubrey, John",,,,,,2e1c2d7e-4c17-499b-a65a-e0d3ced27499,http://emlo.bodleian.ox.ac.uk/profile/work/2e1c2d7e-4c17-499b-a65a-e0d3ced27499
500928,1655,11,8,1655-11-08,0,,,,,Novemb: 8o. 1655.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,"London, England",1606,at his | house Broad Chalke | . . . | Leave this Letter at ye Raine | Bow in ffleet street at a | Booksellers near ye Midell | Temple gate,0,0,,,,,,,,,,"Aubrey, John",,,938149,"Reply to JA-FP, 1655-00-00",,34277a03-6b53-41bd-9f5f-fe6aab4b5c9a,http://emlo.bodleian.ox.ac.uk/profile/work/34277a03-6b53-41bd-9f5f-fe6aab4b5c9a
501028,1656,,,1656-12-31,0,,,,,1656 [but this date seems doubtful],0,0,0,,"Wase, Christopher",21880,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,ad77b781-5967-4364-9f53-58738adbdf45,http://emlo.bodleian.ox.ac.uk/profile/work/ad77b781-5967-4364-9f53-58738adbdf45
500778,1656,1,23,1656-01-23,0,,,,,Jan. 23 1655,0,0,0,,"Lydall, John",500048,,0,0,,"Aubrey, John",400011,,0,0,,"Oxford, Oxfordshire, England",400014,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,"Reply to JA-JL, 1655-00-00",,cb6bff66-399d-4dec-817e-58e5501cb0d7,http://emlo.bodleian.ox.ac.uk/profile/work/cb6bff66-399d-4dec-817e-58e5501cb0d7
500929,1656,5,8,1656-05-08,0,,,,,May: 8. 1656.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,"London, England",1606,at the Signe of | the Rainbow | neer Temple | barr,0,0,,,,,,,,,,"Aubrey, John",,,,,,eb61c25a-5755-46cd-a037-220e0368abb6,http://emlo.bodleian.ox.ac.uk/profile/work/eb61c25a-5755-46cd-a037-220e0368abb6
501011,1659,8,7,1659-08-07,0,,,,,28 July | 7 Agust } 1659,0,0,0,,"Tyndale, Stafford",20908,,0,0,,"Aubrey, John",400011,,0,0,,"Alençon, Basse-Normandie, France",4659,,0,0,,"London, England",1606,"at the Signe | of the Rainbow, a Stationer shop | between the two Temple-Gates | London",0,0,,,,,,,,,,"Aubrey, John",,,,,,fce2cd04-f1ad-47e4-8af0-9297fb104ece,http://emlo.bodleian.ox.ac.uk/profile/work/fce2cd04-f1ad-47e4-8af0-9297fb104ece
500639,1660,3,12,1660-03-12,0,,,,,12o Mar. 59/60.,0,0,0,,"Gore, Thomas",9031,,0,0,,"Aubrey, John",400011,,0,0,,"Alderton, Wiltshire, England",2213,,0,0,,"Kington St Michael, Wiltshire, England",400030,"Kington St. Michael, Wiltshire",0,0,,,,,,,,,,"Aubrey, John",,,,In Latin.,,3f68a685-1aa6-486b-a119-50840ff108b9,http://emlo.bodleian.ox.ac.uk/profile/work/3f68a685-1aa6-486b-a119-50840ff108b9
501005,1660,10,25,1660-10-25,0,,,,,"""Octob: 25. 1660""",0,0,0,,"Titus, Silius",20489,,0,0,,"Aubrey, John",400011,,0,0,,"Whitehall, Westminster, London, England",300144,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,02772103-e350-4987-9fc4-3240b76f45f3,http://emlo.bodleian.ox.ac.uk/profile/work/02772103-e350-4987-9fc4-3240b76f45f3
500680,1660,12,8,1660-12-08,0,,,,,Dec 18/8 1660,0,0,0,,"Hoskins, John (Sir)",11399,,0,0,,"Aubrey, John",400011,,0,0,,"Rome, Latium, Italy",900196,,0,0,,"London, England",1606,at the Rainbow | in | Fleetstreet,0,0,,,,,,,,,,"Aubrey, John",,,,,,30c6ac26-5968-4c2f-b781-b7a36cb34f4b,http://emlo.bodleian.ox.ac.uk/profile/work/30c6ac26-5968-4c2f-b781-b7a36cb34f4b
500679,1660,8,6,1660-08-06,0,,,,,Aug ye 6/27 1660,0,0,0,,"Hoskins, John (Sir)",11399,,0,0,,"Aubrey, John",400011,,0,0,,"Paris, Île-de-France, France",300017,,0,0,,"London, England",1606,to be left at the | Rainbow in | Fleetstreet,0,0,,,,,,,,,,"Aubrey, John",,,,,,45dc44d1-1c31-4dce-b895-54f65c38b044,http://emlo.bodleian.ox.ac.uk/profile/work/45dc44d1-1c31-4dce-b895-54f65c38b044
500605,1661,9,2,1661-09-02,0,,,,,Sep. 2d 1661.,0,0,0,,"Crook, Andrew",900713,,0,0,,"Aubrey, John",400011,,0,0,,"London, England",1606,,0,0,,"Easton Piercey, Wiltshire, England",500056,Easton Pierse,0,0,,,,,,,,,,"Aubrey, John",,,,,,fc3d27b1-c05d-45f5-9047-78a7ad2646cf,http://emlo.bodleian.ox.ac.uk/profile/work/fc3d27b1-c05d-45f5-9047-78a7ad2646cf
500681,1661,,13,1661-12-13,0,,,,,13/23 A 1661,0,0,0,,"Hoskins, John (Sir)",11399,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,"London, England",1606,at | the Rainebow in | Fleetstreet,0,0,,,,,,,,,,"Aubrey, John",,,,,,95223b54-d00b-4b70-bbc1-249e742078d9,http://emlo.bodleian.ox.ac.uk/profile/work/95223b54-d00b-4b70-bbc1-249e742078d9
501013,1661,8,21,1661-08-21,0,,,,,21th Aug: 1661,0,0,0,,"Tyndale, Stafford",20908,,0,0,,"Aubrey, John",400011,,0,0,,"London, England",1606,,0,0,,"Broad Chalke, Wiltshire, England",500057,at his house in Chalk,0,0,,,,,,,,,,"Aubrey, John",,,,,,43447db1-3559-4a95-8d3d-c83c3724378f,http://emlo.bodleian.ox.ac.uk/profile/work/43447db1-3559-4a95-8d3d-c83c3724378f
501012,1661,2,15,1661-02-15,0,,,,,5/15 ffebr: 1660,0,0,0,,"Tyndale, Stafford",20908,,0,0,,"Aubrey, John",400011,,0,0,,Angiers 2,500123,,0,0,,"London, England",1606,"at the signe | of the Rain-bow, a Stationers shop | between the two Temple Gates | London",0,0,,,,,,,,,,"Aubrey, John",,,,,,0e60fcac-f905-4e57-b5b4-9cffea537544,http://emlo.bodleian.ox.ac.uk/profile/work/0e60fcac-f905-4e57-b5b4-9cffea537544
500684,1661,7,12,1661-07-12,0,,,,,July 22/12 1661,0,0,0,,"Hoskins, John (Sir)",11399,,0,0,,"Aubrey, John",400011,,0,0,,"Venice, Veneto, Italy",900207,,0,0,,"London, England",1606,to bee left at the Rainebow | in fleetstreet,0,0,,,,,,,,,,"Aubrey, John",,,,"Reply to JA-JH, 1661-06-17",,4e737766-2e00-4afe-aa8a-b1c725130808,http://emlo.bodleian.ox.ac.uk/profile/work/4e737766-2e00-4afe-aa8a-b1c725130808
500682,1661,4,16,1661-04-16,0,,,,,16 Aprill 1661 S N,0,0,0,,"Hoskins, John (Sir)",11399,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,"London, England",1606,at the Rainbow in | Fleetstreet | London,0,0,,,,,,,,,,"Aubrey, John",,,,,,005dbedd-f1f8-475f-a6cb-2670c91be51b,http://emlo.bodleian.ox.ac.uk/profile/work/005dbedd-f1f8-475f-a6cb-2670c91be51b
500683,1661,5,27,1661-05-27,0,,,,,27 May S. N.,0,0,0,,"Hoskins, John (Sir)",11399,,0,0,,"Aubrey, John",400011,,0,0,,"Venice, Veneto, Italy",900207,,0,0,,"London, England",1606,to be | left at the Rainbow in | Fleetstreet London,0,0,,,,,,,,,,"Aubrey, John",,,,"Reply to JA-JH, 1661-03-17",,d66c2c92-4ca5-48e3-9020-ad59646b2eb9,http://emlo.bodleian.ox.ac.uk/profile/work/d66c2c92-4ca5-48e3-9020-ad59646b2eb9
500685,1661,12,24,1661-12-24,0,,,,,December 24 1661.,0,0,0,,"Hoskins, John (Sir)",11399,,0,0,,"Aubrey, John",400011,,0,0,,"London, England",1606,,0,0,,"Broad Chalke, Wiltshire, England",500057,Broad Chalke,0,0,,,,,,,,,,"Aubrey, John",,,,,,3a54c29e-18cd-4ddb-b623-35965d14b8e8,http://emlo.bodleian.ox.ac.uk/profile/work/3a54c29e-18cd-4ddb-b623-35965d14b8e8
500621,1662,1,1,1662-01-01,0,,,,,1 Jan. 61/2,0,0,0,,"Ettrick, Anthony",500026,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,No direction -- hand delivered?,,262f7794-e7a0-4186-9fb4-e37a95261760,http://emlo.bodleian.ox.ac.uk/profile/work/262f7794-e7a0-4186-9fb4-e37a95261760
501014,1662,5,19,1662-05-19,0,,,,,19th May 1662.,0,0,0,,"Tyndale, Stafford",20908,,0,0,,"Aubrey, John",400011,,0,0,,"London, England",1606,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,"Reply to JA-ST, 1662-05-00",,555413a1-e393-4956-a2a6-ad47006d6049,http://emlo.bodleian.ox.ac.uk/profile/work/555413a1-e393-4956-a2a6-ad47006d6049
500686,1662,5,6,1662-05-06,0,,,,,May. 6th 1662,0,0,0,,"Hoskins, John (Sir)",11399,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,"Easton Piercey, Wiltshire, England",500056,Easton Pierse,0,0,,,,,,,,,,"Aubrey, John",,,,,,fc4ebb56-6890-4510-89ee-4ff276c35d37,http://emlo.bodleian.ox.ac.uk/profile/work/fc4ebb56-6890-4510-89ee-4ff276c35d37
500986,1662,4,23,1662-04-23,0,,,,,April: 23: 1662,0,0,0,,"Taylor, Silas",20134,,0,0,,"Aubrey, John",400011,,0,0,,"Dunkirk, Nord-Pas-de-Calais, France",300191,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,6e706780-2b78-46ea-b400-69bbf2324778,http://emlo.bodleian.ox.ac.uk/profile/work/6e706780-2b78-46ea-b400-69bbf2324778
501037,1663,2,21,1663-02-21,0,,,,,feb 21. 62,0,0,0,,"Willis, Thomas (Dr)",22485,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,7530cab7-994c-4719-a9f0-11a3106ff6d7,http://emlo.bodleian.ox.ac.uk/profile/work/7530cab7-994c-4719-a9f0-11a3106ff6d7
501036,1663,2,17,1663-02-17,0,,,,,ffeb. 17. 62/3,0,0,0,,"Willis, Thomas (Dr)",22485,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,395e1178-c1ec-4371-86ed-890cddb3c806,http://emlo.bodleian.ox.ac.uk/profile/work/395e1178-c1ec-4371-86ed-890cddb3c806
500930,1663,3,21,1663-03-21,0,,,,,March 21o 1662/3.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,"London, England",1606,at | the Signe of the Raine- | bow a Stationers | shop neere Inner | Temple,0,0,,,,,,,,,,"Aubrey, John",,,,"Postmark ""MR/23""; Reply to JA-FP, 1663-03-00",,1ed7f70d-76f8-4ba3-ad80-3cd1a4a10065,http://emlo.bodleian.ox.ac.uk/profile/work/1ed7f70d-76f8-4ba3-ad80-3cd1a4a10065
500658,1663,9,7,1663-09-07,0,,,,,Septembr the 7th 1663.,0,0,0,,"Hobbes, Thomas",11119,,0,0,,"Aubrey, John",400011,,0,0,,"Chatsworth, Derbyshire, England",500079,,0,0,,"Easton Piercey, Wiltshire, England",500056,at Easton-Pierse | to be left at the Post house in | Chippenham,0,0,,,,,,,,,,"Aubrey, John",,,938494,"Reply to JA-TH, 1663-08-22; Scribal hand.",,095cfd3c-8f1a-4a75-8975-328af8f65dc9,http://emlo.bodleian.ox.ac.uk/profile/work/095cfd3c-8f1a-4a75-8975-328af8f65dc9
500671,1663,3,6,1663-03-06,0,,,,,6o Martij 62.,0,0,0,,Holston,500112,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,a0bebb2c-7b43-4d02-a79e-0647230c5a42,http://emlo.bodleian.ox.ac.uk/profile/work/a0bebb2c-7b43-4d02-a79e-0647230c5a42
500717,1664,12,17,1664-12-17,0,,,,,December ye 17/27 1664,0,0,0,,"Hoyle, James",500044,,0,0,,"Aubrey, John",400011,,0,0,,"Paris, Île-de-France, France",300017,,0,0,,"London, England",1606,at one Mr Speeds | a stationers neare the | inner Temple gate in | ffleet streetes | London,0,0,,,,,,,,,,"Aubrey, John",,,,"Postmark ""DE/23""; Reply to JA-JH, 1664-12-02",,4fd9b4a6-9815-41d1-be05-b966791e2b85,http://emlo.bodleian.ox.ac.uk/profile/work/4fd9b4a6-9815-41d1-be05-b966791e2b85
500716,1664,10,31,1664-10-31,0,,,,,October ye Last 64,0,0,0,,"Hoyle, James",500044,,0,0,,"Aubrey, John",400011,,0,0,,"Paris, Île-de-France, France",300017,,0,0,,"London, England",1606,Rainbowe neare ^the^ Inner | Temple gate in ffleet | Street | wth David Hues | acquittance | London,0,0,,,,,,,,,,"Aubrey, John",,,,"Postmark ""OC/27""; Reply to JA-JH, 1664-10-12",,6e97bcf9-0357-44fd-82e7-d4f9e96c825c,http://emlo.bodleian.ox.ac.uk/profile/work/6e97bcf9-0357-44fd-82e7-d4f9e96c825c
500931,1664,5,1,1664-05-01,0,,,,,May 1o. 1664.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,"Reply to JA-FP, 1664-04-06",,0f2f5d83-3510-40d3-8682-bcef4db6f230,http://emlo.bodleian.ox.ac.uk/profile/work/0f2f5d83-3510-40d3-8682-bcef4db6f230
500932,1664,5,17,1664-05-17,0,,,,,May 17th. 1664.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,"London, England",1606,at the signe of the | white horse neer | Temple barre,0,0,,,,,,,,,,"Aubrey, John",,,,"Postmark ""MA/23""",,6e248c54-1a14-420f-88fa-6d8aa7858e1b,http://emlo.bodleian.ox.ac.uk/profile/work/6e248c54-1a14-420f-88fa-6d8aa7858e1b
500687,1664,1,12,1664-01-12,0,,,,,Jan 12 1663,0,0,0,,"Hoskins, John (Sir)",11399,,0,0,,"Aubrey, John",400011,,0,0,,,,,0,0,,"Salisbury, Wiltshire, England",400251,Salisbury,0,0,,,,,,,,,,"Aubrey, John",,,,,,863192b3-9e11-445b-be1b-5045d8535d96,http://emlo.bodleian.ox.ac.uk/profile/work/863192b3-9e11-445b-be1b-5045d8535d96
500933,1664,6,22,1664-06-22,0,,,,,June 22o. 1664.,0,0,0,,"Potter, Francis",16780,,0,0,,"Aubrey, John",400011,,0,0,,"Kilmington, Wiltshire, England",500106,,0,0,,,,,0,0,,,,,,,,,,"Aubrey, John",,,,,,2cdc5f29-39f9-4e8c-859f-40e496d96452,http://emlo.bodleian.ox.ac.uk/profile/work/2cdc5f29-39f9-4e8c-859f-40e496d96452
